subject_id,year_in_study,record_date,sleep_location,specific_sleep_location,bed_filling,bed_filling_specify,foam_bed,furniture_finish,furniture_finish_specify,floor_finish,floor_finish_specify,crate_material,crate_material_specify,bedding_material,bedding_material_specify,dog_bed_filling,dog_bed_filling_specify,dog_house_bedding,dog_house_bedding_specify,dog_house_material,dog_house_material_specify,dog_bed_foam,natural_surface,natural_surface_specify
grlsK604SFEE,6,2021-11,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK604SFEE,6,2021-11,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsK604SFEE,7,2022-04,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsK604SFEE,7,2022-04,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK604SFEE,7,2022-04,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsK6PLE6YY,0,2014-01,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grlsK6PLE6YY,1,2015-03,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsK6PLE6YY,1,2015-03,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsK6PLE6YY,2,2016-05,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsK6PLE6YY,3,2017-05,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsK6PLE6YY,3,2017-05,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsK6PLE6YY,3,2017-05,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsK6PLE6YY,4,2018-05,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsK6PLE6YY,4,2018-05,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsK6PLE6YY,5,2019-05,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsK6PLE6YY,5,2019-05,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsK6PLE6YY,6,2020-06,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsK6PLE6YY,6,2020-06,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsK6PLE6YY,7,2021-05,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsK6PLE6YY,7,2021-05,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsK6PLE6YY,7,2021-05,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsK78Y8VV,0,2014-10,In the house,On a dog bed,,,,,,,,,,,,,,,,,,,,
grlsK78Y8VV,1,2015-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK78Y8VV,2,2016-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK78Y8VV,3,2017-09,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK78Y8VV,4,2018-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK78Y8VV,5,2019-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK78Y8VV,6,2020-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK78Y8VV,7,2021-10,In the house,On the floor,,,,,,,,,,,,,,,,,,,,
grlsK78Y8VV,7,2021-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK7SQKOAA,0,2013-10,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grlsK7SQKOAA,1,2014-11,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsK7SQKOAA,1,2014-11,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK7SQKOAA,2,2015-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK7SQKOAA,3,2016-11,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsK7SQKOAA,3,2016-11,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsK7SQKOAA,3,2016-11,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsK7SQKOAA,3,2016-11,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsK7SQKOAA,3,2016-11,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK7SQKOAA,4,2017-11,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK7SQKOAA,4,2017-11,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsK7SQKOAA,4,2017-11,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsK7SQKOAA,4,2017-11,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsK7SQKOAA,5,2018-12,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsK7SQKOAA,5,2018-12,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsK7SQKOAA,5,2018-12,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK7SQKOAA,6,2019-11,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsK7SQKOAA,6,2019-11,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsK7SQKOAA,6,2019-11,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsK7SQKOAA,6,2019-11,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsK7SQKOAA,6,2019-11,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK7SQKOAA,7,2020-11,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsK7SQKOAA,7,2020-11,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsK7SQKOAA,7,2020-11,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK7UKBMWW,0,2014-09,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grlsK7UKBMWW,1,2015-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK7UKBMWW,1,2015-10,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsK84M6ENN,0,2014-10,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grlsK84M6ENN,1,2015-10,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsK84M6ENN,2,2016-10,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsK84M6ENN,3,2017-11,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK84M6ENN,4,2018-11,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK84M6ENN,5,2020-01,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK84M6ENN,6,2020-11,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK84M6ENN,6,2020-11,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsK84M6ENN,7,2021-11,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsK84M6ENN,7,2021-11,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK84M6ENN,7,2021-11,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsK8JL2ZZ,0,2015-01,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grlsK8JL2ZZ,1,2015-11,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsK8JL2ZZ,2,2016-11,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsK8JL2ZZ,3,2017-11,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsK8JL2ZZ,4,2018-11,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsK8JL2ZZ,5,2019-11,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsK8JL2ZZ,6,2020-11,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsK8JL2ZZ,6,2020-11,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsK8JL2ZZ,7,2021-11,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsK8JL2ZZ,7,2021-11,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsK9NCFGFF,0,2014-03,In the house,On a dog bed,,,,,,,,,,,,,,,,,,,,
grlsK9NCFGFF,1,2015-03,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsK9NCFGFF,1,2015-03,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsK9NCFGFF,2,2016-03,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsK9NCFGFF,2,2016-03,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsK9NCFGFF,3,2017-03,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsK9NCFGFF,3,2017-03,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsK9NCFGFF,3,2017-03,In the house,On the floor,,,,,,Linoleum,,,,,,,,,,,,,,
grlsK9NCFGFF,3,2017-03,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsK9NCFGFF,3,2017-03,In the house,On the floor,,,,,,Laminate,,,,,,,,,,,,,,
grlsK9NCFGFF,4,2018-03,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsK9NCFGFF,4,2018-03,In the house,On the floor,,,,,,Laminate,,,,,,,,,,,,,,
grlsK9NCFGFF,4,2018-03,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsK9NCFGFF,4,2018-03,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK9NCFGFF,5,2019-04,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsK9NCFGFF,5,2019-04,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsK9NCFGFF,5,2019-04,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsK9NCFGFF,5,2019-04,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK9NCFGFF,5,2019-04,In the house,On the floor,,,,,,Linoleum,,,,,,,,,,,,,,
grlsK9NCFGFF,5,2019-04,In the house,On the floor,,,,,,Laminate,,,,,,,,,,,,,,
grlsK9NCFGFF,6,2020-02,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsK9NCFGFF,6,2020-02,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsK9NCFGFF,6,2020-02,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsK9NCFGFF,6,2020-02,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsK9NCFGFF,6,2020-02,In the house,,,,,,,,,,,,,,,,,,,,,
grlsK9NCFGFF,7,2021-03,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsK9NCFGFF,7,2021-03,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsK9NCFGFF,7,2021-03,In the house,On the floor,,,,,,Linoleum,,,,,,,,,,,,,,
grlsK9NCFGFF,7,2021-03,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsK9NCFGFF,7,2021-03,In the house,On the floor,,,,,,Laminate,,,,,,,,,,,,,,
grlsKBC5OMNN,0,2014-07,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grlsKBC5OMNN,1,2015-08,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsKBC5OMNN,1,2015-08,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKBC5OMNN,2,2016-08,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKBC5OMNN,2,2016-08,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKBC5OMNN,3,2017-08,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKBC5OMNN,3,2017-08,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsKBC5OMNN,3,2017-08,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKBC5OMNN,3,2017-08,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsKBC5OMNN,4,2018-08,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsKBC5OMNN,4,2018-08,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsKBC5OMNN,4,2018-08,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKBC5OMNN,4,2018-08,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsKBC5OMNN,5,2019-08,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKBC5OMNN,5,2019-08,In the house,On a dog bed,Other,Cot,,,,,,,,,,,,,,,,,,
grlsKBC5OMNN,6,2020-08,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKBC5OMNN,6,2020-08,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsKBC5OMNN,6,2020-08,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsKBC5OMNN,6,2020-08,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKBC5OMNN,6,2020-08,In the house,On a dog bed,Other,Mesh,,,,,,,,,,,,,,,,,,
grlsKBC5OMNN,7,2021-08,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKBC5OMNN,7,2021-08,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsKBC5OMNN,7,2021-08,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsKBC5OMNN,7,2021-08,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsKBPBMGUU,0,2012-10,Outside,,,,,,,,,,,,,,,,,,,,,
grlsKBPBMGUU,1,2013-10,In the house,Confined to a crate/kennel,,,,,,,,Other,"Pad, Rubber",Other,Blanket/Sheet,,,,,,,,,
grlsKBPBMGUU,1,2013-10,In the garage,Confined to a crate/kennel,,,,,,,,Metal,,Other,Rubber,,,,,,,,,
grlsKBPBMGUU,2,2014-10,In the garage,Confined to a crate/kennel,,,,,,,,Other,Chain link,Other,Blanket/Sheet,,,,,,,,,
grlsKBPBMGUU,2,2014-10,In the garage,Confined to a crate/kennel,,,,,,,,Other,Chain link,Other,"Cement, Rubber",,,,,,,,,
grlsKBPBMGUU,4,2016-11,In the garage,Confined to a crate/kennel,,,,,,,,Other,Rubber,Dog bed,,Foam,,,,,,With a cover,,
grlsKBPBMGUU,4,2016-11,In the garage,Confined to a crate/kennel,,,,,,,,Other,Rubber,Dog bed,,Other,Wool,,,,,,,
grlsKC9OFFBB,0,2014-03,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grlsKC9OFFBB,1,2015-04,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Polyester fill,,,,,,,,
grlsKC9OFFBB,2,2016-04,In the house,Confined to a crate/kennel,,,,,,,,Metal,,Dog bed,,Foam,,,,,,With a cover,,
grlsKC9OFFBB,3,2017-04,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsKC9OFFBB,3,2017-04,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsKC9OFFBB,3,2017-04,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKC9OFFBB,4,2018-04,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsKC9OFFBB,5,2019-06,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsKC9OFFBB,6,2020-04,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKC9OFFBB,6,2020-04,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsKC9OFFBB,7,2021-03,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsKCRLVIKK,0,2012-10,In the house,On floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKCRLVIKK,1,2013-09,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsKCRLVIKK,1,2013-09,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKCRLVIKK,2,2014-10,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsKCRLVIKK,2,2014-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKCRLVIKK,3,2015-11,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsKCRLVIKK,3,2015-11,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKCRLVIKK,4,2016-11,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKCRLVIKK,4,2016-11,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsKCRLVIKK,5,2017-11,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKCRLVIKK,6,2018-10,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsKCRLVIKK,6,2018-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKCRLVIKK,7,2019-10,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKE9A6M77,0,2014-12,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grlsKE9A6M77,1,2015-12,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsKE9A6M77,1,2015-12,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKE9A6M77,2,2016-12,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsKE9A6M77,2,2016-12,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKE9A6M77,3,2018-01,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsKE9A6M77,3,2018-01,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsKE9A6M77,3,2018-01,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKE9A6M77,4,2019-01,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsKE9A6M77,4,2019-01,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsKE9A6M77,5,2020-03,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsKE9A6M77,5,2020-03,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsKE9A6M77,6,2021-01,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsKE9A6M77,6,2021-01,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsKE9A6M77,7,2022-01,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsKE9A6M77,7,2022-01,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsKF3PSOSS,0,2013-09,In the house,On a dog bed,,,,,,,,,,,,,,,,,,,,
grlsKFBMOM22,0,2014-05,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grlsKFBMOM22,1,2015-05,In the house,Confined to a crate/kennel,,,,,,,,Other,Nylon,Other,Nylon,,,,,,,,,
grlsKFBMOM22,1,2015-05,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKFBMOM22,2,2016-05,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKFBMOM22,3,2017-06,In the house,On the floor,,,,,,Linoleum,,,,,,,,,,,,,,
grlsKFBMOM22,3,2017-06,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKFBMOM22,3,2017-06,In the house,Confined to a crate/kennel,,,,,,,,Other,Nylon,None,,,,,,,,,,
grlsKFBMOM22,4,2018-06,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKFBMOM22,5,2019-05,In the house,On the floor,,,,,,Linoleum,,,,,,,,,,,,,,
grlsKFBMOM22,6,2020-06,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKFBMOM22,7,2021-06,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKFBMOM22,7,2021-06,In the house,On the floor,,,,,,Linoleum,,,,,,,,,,,,,,
grlsKFJ2QCJJ,0,2013-01,In the house,On a dog bed,,,,,,,,,,,,,,,,,,,,
grlsKFJ2QCJJ,1,2014-01,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsKFJ2QCJJ,2,2015-01,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKFJ2QCJJ,3,2016-01,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKFJ2QCJJ,3,2016-01,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKFJ2QCJJ,3,2016-01,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsKFJ2QCJJ,4,2017-01,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKFJ2QCJJ,4,2017-01,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKFJ2QCJJ,4,2017-01,In the house,On the floor,,,,,,Tile,,,,,,,,,,,,,,
grlsKFJ2QCJJ,4,2017-01,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsKFJ2QCJJ,5,2018-01,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsKFJ2QCJJ,6,2019-01,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsKFJ2QCJJ,7,2020-01,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKGJ5C7DD,0,2014-03,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grlsKGJ5C7DD,1,2015-03,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKGJ5C7DD,1,2015-03,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsKGJ5C7DD,2,2016-02,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsKGJ5C7DD,3,2017-03,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsKGJ5C7DD,4,2018-03,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsKGJ5C7DD,5,2019-03,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsKGJ5C7DD,6,2020-03,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsKGJ5C7DD,7,2021-02,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsKIUYF2II,0,2013-02,In the house,Indoor crate,,,,,,,,,,,,,,,,,,,,
grlsKIUYF2II,1,2014-02,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsKIUYF2II,1,2014-02,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKIUYF2II,2,2015-03,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKIUYF2II,3,2016-04,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKIUYF2II,4,2017-05,In the house,On a dog bed,Cedar fill,,,,,,,,,,,,,,,,,,,
grlsKIUYF2II,4,2017-05,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKIUYF2II,5,2018-03,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsKIUYF2II,5,2018-03,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsKIUYF2II,5,2018-03,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsKIUYF2II,6,2019-02,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsKIUYF2II,7,2020-05,In the house,On furniture,,,,Leather,,,,,,,,,,,,,,,,
grlsKIUYF2II,7,2020-05,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsKJ6GK277,0,2013-11,Outside,,,,,,,,,,,,,,,,,,,,,
grlsKJBK2WCC,0,2012-09,In the house,On floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKJBK2WCC,1,2013-10,In the house,On a dog bed,Cedar fill,,,,,,,,,,,,,,,,,,,
grlsKJBK2WCC,2,2014-12,In the garage,On the floor,,,,,,Cement,,,,,,,,,,,,,,
grlsKJBK2WCC,2,2014-12,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKJBK2WCC,3,2015-12,In the garage,On the floor,,,,,,Cement,,,,,,,,,,,,,,
grlsKJBK2WCC,3,2015-12,In the garage,,,,,,,,,,,,,,,,,,,,,
grlsKJBK2WCC,3,2015-12,In the house,On a dog bed,Cedar fill,,,,,,,,,,,,,,,,,,,
grlsKJBK2WCC,4,2016-10,In the garage,On the floor,,,,,,Cement,,,,,,,,,,,,,,
grlsKJBK2WCC,4,2016-10,In the house,On a dog bed,Cedar fill,,,,,,,,,,,,,,,,,,,
grlsKJDUC6TT,0,2014-08,In the house,On floor,,,,,,Linoleum,,,,,,,,,,,,,,
grlsKJDUC6TT,1,2016-01,In the house,On the floor,,,,,,Linoleum,,,,,,,,,,,,,,
grlsKJDUC6TT,1,2016-01,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKJDUC6TT,2,2017-01,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsKJDUC6TT,4,2019-01,In the house,On the floor,,,,,,Other,Vinyl,,,,,,,,,,,,,
grlsKJQXVR88,0,2014-04,In the house,On floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKJQXVR88,1,2015-05,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKJQXVR88,2,2016-05,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsKJQXVR88,3,2017-05,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsKJQXVR88,4,2018-05,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsKJQXVR88,5,2019-06,In the house,On the floor,,,,,,Laminate,,,,,,,,,,,,,,
grlsKJQXVR88,6,2020-04,In the house,On a dog bed,Foam,,With a cover,,,,,,,,,,,,,,,,,
grlsKJQXVR88,7,2021-05,In the house,On the floor,,,,,,Laminate,,,,,,,,,,,,,,
grlsKK1DGPTT,0,2013-03,In the house,On a dog bed,,,,,,,,,,,,,,,,,,,,
grlsKK1DGPTT,1,2014-11,In the house,On the floor,,,,,,Carpet,,,,,,,,,,,,,,
grlsKK91TIOO,0,2014-09,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKK91TIOO,1,2015-11,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsKK91TIOO,1,2015-11,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsKK91TIOO,7,2021-06,In the house,On furniture,,,,Upholstered,,,,,,,,,,,,,,,,
grlsKK91TIOO,7,2021-06,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
grlsKK91TIOO,7,2021-06,In the house,On the floor,,,,,,Other,Vinyl,,,,,,,,,,,,,
grlsKK91TIOO,7,2021-06,In the house,On a dog bed,Polyester fill,,,,,,,,,,,,,,,,,,,
grlsKK91TIOO,7,2021-06,In the house,On furniture,,,,Other,Bed,,,,,,,,,,,,,,,
grlsKLCB9Q55,0,2014-04,In the house,On your bed,,,,,,,,,,,,,,,,,,,,
grlsKLCB9Q55,1,2015-05,In the house,On the floor,,,,,,Hardwood,,,,,,,,,,,,,,
